study,treat,season,harvest_year,location,state,country,elevation,region,elevation_class,inc_check,inc_class,yld_check,yld_class,inc,scl,yld
28,7,2010/2011,2011,Ponta Grossa,PR,Brazil,1021,Southern,high,64.5,high,3652,high,12.5,2050,4877
28,8,2010/2011,2011,Ponta Grossa,PR,Brazil,1021,Southern,high,64.5,high,3652,high,56.5,5280,3793
28,9,2010/2011,2011,Ponta Grossa,PR,Brazil,1021,Southern,high,64.5,high,3652,high,25,3270,4711
28,10,2010/2011,2011,Ponta Grossa,PR,Brazil,1021,Southern,high,64.5,high,3652,high,38,6680,4437
28,11,2010/2011,2011,Ponta Grossa,PR,Brazil,1021,Southern,high,64.5,high,3652,high,64,7390,3902
34,1,2011/2012,2012,Ponta Grossa,PR,Brazil,1021,Southern,high,20.5,low,2692,high,20.5,NA,2692
34,2,2011/2012,2012,Ponta Grossa,PR,Brazil,1021,Southern,high,20.5,low,2692,high,11.2,NA,2808
34,3,2011/2012,2012,Ponta Grossa,PR,Brazil,1021,Southern,high,20.5,low,2692,high,9.25,NA,2802
34,4,2011/2012,2012,Ponta Grossa,PR,Brazil,1021,Southern,high,20.5,low,2692,high,8.2,NA,2947
34,5,2011/2012,2012,Ponta Grossa,PR,Brazil,1021,Southern,high,20.5,low,2692,high,5.2,NA,2815
34,6,2011/2012,2012,Ponta Grossa,PR,Brazil,1021,Southern,high,20.5,low,2692,high,5.5,NA,3318
34,7,2011/2012,2012,Ponta Grossa,PR,Brazil,1021,Southern,high,20.5,low,2692,high,5,NA,3077
34,8,2011/2012,2012,Ponta Grossa,PR,Brazil,1021,Southern,high,20.5,low,2692,high,6.5,NA,3046
34,9,2011/2012,2012,Ponta Grossa,PR,Brazil,1021,Southern,high,20.5,low,2692,high,3.5,NA,3299
34,10,2011/2012,2012,Ponta Grossa,PR,Brazil,1021,Southern,high,20.5,low,2692,high,6.2,NA,3015
34,11,2011/2012,2012,Ponta Grossa,PR,Brazil,1021,Southern,high,20.5,low,2692,high,11.2,NA,2824
2,1,2008/2009,2009,Sao Miguel do Passa Quatro,GO,Brazil,1031,Northern ,high,76,high,2257,low,76,1331,2257
2,2,2008/2009,2009,Sao Miguel do Passa Quatro,GO,Brazil,1031,Northern ,high,53,high,2257,low,44,756,2393
2,3,2008/2009,2009,Sao Miguel do Passa Quatro,GO,Brazil,1031,Northern ,high,53,high,2257,low,24,338,2401
2,4,2008/2009,2009,Sao Miguel do Passa Quatro,GO,Brazil,1031,Northern ,high,53,high,2257,low,33,581,2568
2,5,2008/2009,2009,Sao Miguel do Passa Quatro,GO,Brazil,1031,Northern ,high,53,high,2257,low,37,588,2320
2,6,2008/2009,2009,Sao Miguel do Passa Quatro,GO,Brazil,1031,Northern ,high,53,high,2257,low,34,231,2308
2,7,2008/2009,2009,Sao Miguel do Passa Quatro,GO,Brazil,1031,Northern ,high,53,high,2257,low,31,925,2389
2,8,2008/2009,2009,Sao Miguel do Passa Quatro,GO,Brazil,1031,Northern ,high,53,high,2257,low,16,119,2614
2,9,2008/2009,2009,Sao Miguel do Passa Quatro,GO,Brazil,1031,Northern ,high,53,high,2257,low,10,394,2681
2,10,2008/2009,2009,Sao Miguel do Passa Quatro,GO,Brazil,1031,Northern ,high,53,high,2257,low,8,206,2694
2,11,2008/2009,2009,Sao Miguel do Passa Quatro,GO,Brazil,1031,Northern ,high,53,high,2257,low,15,275,2674
2,12,2008/2009,2009,Sao Miguel do Passa Quatro,GO,Brazil,1031,Northern ,high,53,high,2257,low,7,131,2666
2,13,2008/2009,2009,Sao Miguel do Passa Quatro,GO,Brazil,1031,Northern ,high,53,high,2257,low,19,588,2454
8,1,2009/2010,2010,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,39.4,low,3318,high,39.4,5653,3319
8,2,2009/2010,2010,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,39.4,low,3318,high,11.4,2405,3428
8,3,2009/2010,2010,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,39.4,low,3318,high,10.5,2907,3468
8,4,2009/2010,2010,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,39.4,low,3318,high,8.3,1664,3774
8,5,2009/2010,2010,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,39.4,low,3318,high,7.8,1002,4041
8,6,2009/2010,2010,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,39.4,low,3318,high,6.1,601,4069
8,7,2009/2010,2010,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,39.4,low,3318,high,4.4,401,4040
8,8,2009/2010,2010,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,39.4,low,3318,high,2.2,281,4107
8,9,2009/2010,2010,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,39.4,low,3318,high,5,702,3914
8,10,2009/2010,2010,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,39.4,low,3318,high,3.6,341,4052
8,11,2009/2010,2010,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,39.4,low,3318,high,18.9,4370,3387
8,12,2009/2010,2010,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,39.4,low,3318,high,15.8,3809,3595
16,1,2009/2010,2010,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,36.9,low,3492,high,36.9,4771,3492
16,2,2009/2010,2010,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,36.9,low,3492,high,9.5,2225,4019
16,3,2009/2010,2010,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,36.9,low,3492,high,8,1964,4051
16,4,2009/2010,2010,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,36.9,low,3492,high,11.4,2546,4000
16,5,2009/2010,2010,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,36.9,low,3492,high,6.1,1082,4236
16,6,2009/2010,2010,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,36.9,low,3492,high,5.8,521,4463
16,7,2009/2010,2010,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,36.9,low,3492,high,8.1,1944,4232
16,8,2009/2010,2010,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,36.9,low,3492,high,8.1,2546,4111
16,9,2009/2010,2010,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,36.9,low,3492,high,7.2,1784,4266
25,1,2010/2011,2011,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,31.28,low,2464,low,31.28,1736,2464
25,2,2010/2011,2011,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,31.28,low,2464,low,24.08,706,3005
25,3,2010/2011,2011,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,31.28,low,2464,low,20.03,440,2860
25,4,2010/2011,2011,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,31.28,low,2464,low,21.6,390,2922
25,5,2010/2011,2011,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,31.28,low,2464,low,15.58,280,2911
25,6,2010/2011,2011,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,31.28,low,2464,low,10.63,10,3236
25,7,2010/2011,2011,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,31.28,low,2464,low,9.08,56,3221
25,8,2010/2011,2011,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,31.28,low,2464,low,8.8,160,3237
25,9,2010/2011,2011,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,31.28,low,2464,low,9.38,156,3203
25,10,2010/2011,2011,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,31.28,low,2464,low,10.1,256,2858
25,11,2010/2011,2011,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,31.28,low,2464,low,28.15,1160,2305
30,1,2011/2012,2012,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,42.1,high,1986,low,42.1,3277,1986
30,2,2011/2012,2012,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,42.1,high,1986,low,27.2,3062,2120
30,3,2011/2012,2012,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,42.1,high,1986,low,12.8,1606,2300
30,4,2011/2012,2012,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,42.1,high,1986,low,7.8,2266,2226
30,5,2011/2012,2012,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,42.1,high,1986,low,7.5,1894,2343
30,6,2011/2012,2012,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,42.1,high,1986,low,7.8,863,2366
30,7,2011/2012,2012,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,42.1,high,1986,low,15.7,2930,2246
30,8,2011/2012,2012,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,42.1,high,1986,low,8.2,1136,2155
30,9,2011/2012,2012,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,42.1,high,1986,low,6.3,1178,2418
30,10,2011/2012,2012,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,42.1,high,1986,low,7.6,1125,2542
30,11,2011/2012,2012,Sao Miguel do Passa Quatro,GO,Brazil,1027,Northern ,high,42.1,high,1986,low,16.9,1944,2317
3,1,2008/2009,2009,Silvania,GO,Brazil,1050,Northern ,high,65,high,2839,high,65,5013,2839
3,2,2008/2009,2009,Silvania,GO,Brazil,1050,Northern ,high,65,high,2839,high,33,3619,3375
3,3,2008/2009,2009,Silvania,GO,Brazil,1050,Northern ,high,65,high,2839,high,40,2325,3264
3,4,2008/2009,2009,Silvania,GO,Brazil,1050,Northern ,high,65,high,2839,high,35,2588,3301
3,5,2008/2009,2009,Silvania,GO,Brazil,1050,Northern ,high,65,high,2839,high,48,3969,3220
3,6,2008/2009,2009,Silvania,GO,Brazil,1050,Northern ,high,65,high,2839,high,31,1556,3321
3,7,2008/2009,2009,Silvania,GO,Brazil,1050,Northern ,high,65,high,2839,high,39,3175,3229
3,8,2008/2009,2009,Silvania,GO,Brazil,1050,Northern ,high,65,high,2839,high,25,1763,3517
3,9,2008/2009,2009,Silvania,GO,Brazil,1050,Northern ,high,65,high,2839,high,26,2894,3595
3,10,2008/2009,2009,Silvania,GO,Brazil,1050,Northern ,high,65,high,2839,high,21,350,3702
3,11,2008/2009,2009,Silvania,GO,Brazil,1050,Northern ,high,65,high,2839,high,23,419,3652
3,12,2008/2009,2009,Silvania,GO,Brazil,1050,Northern ,high,65,high,2839,high,25,644,3608
3,13,2008/2009,2009,Silvania,GO,Brazil,1050,Northern ,high,65,high,2839,high,33,2850,3334
17,1,2009/2010,2010,Silvania,GO,Brazil,1050,Northern ,high,21.7,low,2479,low,21.7,3528,2479
17,2,2009/2010,2010,Silvania,GO,Brazil,1050,Northern ,high,21.7,low,2479,low,6.7,702,2502
17,3,2009/2010,2010,Silvania,GO,Brazil,1050,Northern ,high,21.7,low,2479,low,5.8,1443,2571
17,4,2009/2010,2010,Silvania,GO,Brazil,1050,Northern ,high,21.7,low,2479,low,4.2,922,2539
17,5,2009/2010,2010,Silvania,GO,Brazil,1050,Northern ,high,21.7,low,2479,low,5,842,2694
17,6,2009/2010,2010,Silvania,GO,Brazil,1050,Northern ,high,21.7,low,2479,low,4.2,241,2481
17,7,2009/2010,2010,Silvania,GO,Brazil,1050,Northern ,high,21.7,low,2479,low,10,1644,2648
17,8,2009/2010,2010,Silvania,GO,Brazil,1050,Northern ,high,21.7,low,2479,low,6.4,521,2524
17,9,2009/2010,2010,Silvania,GO,Brazil,1050,Northern ,high,21.7,low,2479,low,6.1,682,2676
26,1,2010/2011,2011,Silvania,GO,Brazil,1050,Northern ,high,36.8,low,2935,high,36.8,4556,2935
26,2,2010/2011,2011,Silvania,GO,Brazil,1050,Northern ,high,36.8,low,2935,high,14.8,3970,3892
26,3,2010/2011,2011,Silvania,GO,Brazil,1050,Northern ,high,36.8,low,2935,high,12.3,1030,4026
26,4,2010/2011,2011,Silvania,GO,Brazil,1050,Northern ,high,36.8,low,2935,high,25.8,4790,3952
26,5,2010/2011,2011,Silvania,GO,Brazil,1050,Northern ,high,36.8,low,2935,high,6.3,660,4250
26,6,2010/2011,2011,Silvania,GO,Brazil,1050,Northern ,high,36.8,low,2935,high,8.8,680,4120
26,7,2010/2011,2011,Silvania,GO,Brazil,1050,Northern ,high,36.8,low,2935,high,6,226,4379
26,8,2010/2011,2011,Silvania,GO,Brazil,1050,Northern ,high,36.8,low,2935,high,5,166,4244
26,9,2010/2011,2011,Silvania,GO,Brazil,1050,Northern ,high,36.8,low,2935,high,5.8,260,4275
26,10,2010/2011,2011,Silvania,GO,Brazil,1050,Northern ,high,36.8,low,2935,high,9.3,16,4394
26,11,2010/2011,2011,Silvania,GO,Brazil,1050,Northern ,high,36.8,low,2935,high,30,3080,3535
12,1,2009/2010,2010,Uberlandia,MG,Brazil,947,Northern ,low,32,low,2163,low,32,4370,2163
12,2,2009/2010,2010,Uberlandia,MG,Brazil,947,Northern ,low,32,low,2163,low,8.2,1764,3227
12,3,2009/2010,2010,Uberlandia,MG,Brazil,947,Northern ,low,32,low,2163,low,2,100,2903
12,4,2009/2010,2010,Uberlandia,MG,Brazil,947,Northern ,low,32,low,2163,low,5.5,5533,3110
12,5,2009/2010,2010,Uberlandia,MG,Brazil,947,Northern ,low,32,low,2163,low,4.5,3247,2993
12,6,2009/2010,2010,Uberlandia,MG,Brazil,947,Northern ,low,32,low,2163,low,1,2105,3317
12,7,2009/2010,2010,Uberlandia,MG,Brazil,947,Northern ,low,32,low,2163,low,3.4,1163,2997
12,8,2009/2010,2010,Uberlandia,MG,Brazil,947,Northern ,low,32,low,2163,low,0.7,481,3227
12,9,2009/2010,2010,Uberlandia,MG,Brazil,947,Northern ,low,32,low,2163,low,2.7,2606,2853
12,10,2009/2010,2010,Uberlandia,MG,Brazil,947,Northern ,low,32,low,2163,low,1,641,2953
12,11,2009/2010,2010,Uberlandia,MG,Brazil,947,Northern ,low,32,low,2163,low,7.7,6014,2823
12,12,2009/2010,2010,Uberlandia,MG,Brazil,947,Northern ,low,32,low,2163,low,11.6,4510,2923
20,1,2009/2010,2010,Uberlandia,MG,Brazil,947,Northern ,low,31,low,1783.3,low,31,5850,1783.3
20,2,2009/2010,2010,Uberlandia,MG,Brazil,947,Northern ,low,31,low,1783.3,low,6.5,1740,2685
20,3,2009/2010,2010,Uberlandia,MG,Brazil,947,Northern ,low,31,low,1783.3,low,7.9,700,2580
20,4,2009/2010,2010,Uberlandia,MG,Brazil,947,Northern ,low,31,low,1783.3,low,8.3,2180,2507.5
20,5,2009/2010,2010,Uberlandia,MG,Brazil,947,Northern ,low,31,low,1783.3,low,4.8,1110,2947.5
20,6,2009/2010,2010,Uberlandia,MG,Brazil,947,Northern ,low,31,low,1783.3,low,8,1870,2445
20,7,2009/2010,2010,Uberlandia,MG,Brazil,947,Northern ,low,31,low,1783.3,low,9.5,1250,2455
20,8,2009/2010,2010,Uberlandia,MG,Brazil,947,Northern ,low,31,low,1783.3,low,7,1460,2660
20,9,2009/2010,2010,Uberlandia,MG,Brazil,947,Northern ,low,31,low,1783.3,low,6.5,1780,2760
32,1,2011/2012,2012,Uberlandia,MG,Brazil,947,Northern ,low,46.3,high,2792,high,46.3,4308,2792
32,2,2011/2012,2012,Uberlandia,MG,Brazil,947,Northern ,low,46.3,high,2792,high,16.5,3290,3447
32,3,2011/2012,2012,Uberlandia,MG,Brazil,947,Northern ,low,46.3,high,2792,high,21,1604,3350
32,4,2011/2012,2012,Uberlandia,MG,Brazil,947,Northern ,low,46.3,high,2792,high,21,1771,3767
32,5,2011/2012,2012,Uberlandia,MG,Brazil,947,Northern ,low,46.3,high,2792,high,16.8,596,3492
32,6,2011/2012,2012,Uberlandia,MG,Brazil,947,Northern ,low,46.3,high,2792,high,23.3,1242,3441
32,7,2011/2012,2012,Uberlandia,MG,Brazil,947,Northern ,low,46.3,high,2792,high,15.8,771,3206
32,8,2011/2012,2012,Uberlandia,MG,Brazil,947,Northern ,low,46.3,high,2792,high,20,292,3391
32,9,2011/2012,2012,Uberlandia,MG,Brazil,947,Northern ,low,46.3,high,2792,high,13.8,829,3083
32,10,2011/2012,2012,Uberlandia,MG,Brazil,947,Northern ,low,46.3,high,2792,high,11.5,496,3154
32,11,2011/2012,2012,Uberlandia,MG,Brazil,947,Northern ,low,46.3,high,2792,high,18.8,7544,3133
